Rəng,R,G,B,W,D
Red,2080,2983,2777,1809,4095
Red,2079,2983,2778,1806,4095
Red,2078,2984,2778,1807,4095
Red,2081,2986,2778,1809,4095
Red,2080,2984,2778,1809,4095
Red,2079,2983,2777,1807,4095
Red,2079,2986,2777,1807,4095
Red,2079,2984,2778,1808,4095
Red,2081,2983,2778,1807,4095
Red,2080,2983,2777,1809,4095
Red,2080,2983,2777,1809,4095
Red,2082,2984,2776,1807,4095
Red,2081,2983,2778,1806,4095
Red,2080,2986,2777,1810,4095
Red,2079,2983,2774,1808,4095
Red,2081,2984,2776,1809,4095
Red,2079,2983,2775,1807,4095
Red,2079,2984,2777,1808,4095
Red,2079,2983,2778,1807,4095
Red,2080,2983,2778,1807,4095
Red,2079,2984,2776,1807,4095
Red,2079,2982,2776,1808,4095
Red,2079,2984,2777,1807,4095
Red,2079,2984,2777,1807,4095
Red,2080,2984,2775,1808,4095
Red,2080,2984,2776,1809,4095
Red,2078,2982,2777,1806,4095
Red,2080,2985,2776,1807,4095
Red,2081,2982,2779,1808,4095
Red,2079,2986,2777,1808,4095
Red,2079,2983,2777,1809,4095
Red,2081,2984,2776,1808,4095
Red,2078,2985,2777,1807,4095
Red,2078,2982,2776,1807,4095
Red,2078,2983,2777,1807,4095
Red,2079,2987,2776,1808,4095
Red,2080,2985,2776,1805,4095
Red,2078,2982,2776,1807,4095
Red,2081,2982,2777,1807,4095
Red,2081,2983,2777,1807,4095
Red,2079,2984,2775,1806,4095
Red,2077,2983,2776,1806,4095
Red,2080,2981,2776,1808,4095
Red,2079,2984,2776,1807,4095
Red,2081,2983,2776,1807,4095
Red,2080,2982,2776,1807,4095
Red,2081,2984,2776,1808,4095
Red,2081,2982,2777,1806,4095
Red,2081,2986,2776,1807,4095
Red,2079,2982,2777,1805,4095
Red,2079,2985,2777,1807,4095
Red,2078,2984,2775,1807,4095
Red,2078,2984,2777,1807,4095
Red,2079,2983,2776,1807,4095
Red,2079,2985,2777,1807,4095
Red,2079,2984,2777,1807,4095
Red,2080,2984,2777,1807,4095
Red,2080,2983,2778,1806,4095
Red,2078,2983,2777,1808,4095
Red,2080,2982,2776,1807,4095
Red,2081,2983,2778,1807,4095
Red,2079,2983,2777,1806,4095
Red,2079,2983,2777,1808,4095
Red,2078,2981,2773,1807,4095
Red,2080,2983,2777,1808,4095
Red,2079,2983,2776,1808,4095
Red,2079,2983,2776,1808,4095
Red,2079,2984,2778,1808,4095
Red,2081,2982,2777,1807,4095
Red,2079,2984,2776,1808,4095
Red,2080,2980,2776,1807,4095
Red,2079,2983,2777,1806,4095
Red,2079,2984,2776,1807,4095
Red,2081,2985,2779,1807,4095
Red,2079,2982,2776,1808,4095
Red,2080,2983,2777,1808,4095
Red,2083,2985,2777,1807,4095
Red,2077,2984,2777,1807,4095
Red,2079,2983,2777,1807,4095
Red,2081,2983,2775,1807,4095
Red,2079,2982,2773,1807,4095
Red,2078,2986,2777,1809,4095
Red,2079,2982,2778,1809,4095
Red,2079,2986,2778,1809,4095
Red,2080,2985,2776,1810,4095
Red,2080,2981,2776,1807,4095
Red,2078,2982,2779,1808,4095
Red,2079,2982,2778,1806,4095
Red,2081,2983,2776,1807,4095
Red,2079,2983,2777,1808,4095
Red,2079,2982,2777,1807,4095
Red,2079,2981,2776,1808,4095
Red,2079,2983,2776,1807,4095
Red,2079,2983,2777,1810,4095
Red,2080,2983,2776,1806,4095
Red,2080,2984,2779,1808,4095
Red,2080,2985,2779,1807,4095
Red,2079,2985,2779,1806,4095
Red,2080,2983,2781,1809,4095
Red,2080,2984,2779,1807,4095
Red,2080,2983,2778,1808,4095
Red,2079,2984,2777,1808,4095
Red,2082,2984,2778,1810,4095
Red,2079,2984,2778,1808,4095
Red,2080,2984,2775,1810,4095
Red,2079,2983,2778,1811,4095
Red,2080,2984,2776,1807,4095
Red,2079,2984,2778,1805,4095
Red,2078,2985,2777,1808,4095
Red,2080,2984,2777,1805,4095
Red,2079,2986,2777,1807,4095
Red,2080,2983,2776,1806,4095
Red,2080,2984,2776,1809,4095
Red,2080,2982,2777,1804,4095
Red,2080,2982,2775,1808,4095
Red,2080,2983,2776,1809,4095
Red,2079,2984,2776,1808,4095
Red,2078,2983,2776,1808,4095
Red,2078,2984,2778,1808,4095
Red,2080,2985,2778,1808,4095
Red,2080,2984,2778,1807,4095
Red,2080,2985,2777,1807,4095
Red,2080,2984,2777,1807,4095
Red,2081,2983,2777,1807,4095
Red,2079,2983,2777,1808,4095
Red,2079,2982,2777,1807,4095
Red,2081,2984,2775,1808,4095
Red,2081,2981,2777,1808,4095
Red,2079,2985,2778,1810,4095
Red,2079,2985,2777,1808,4095
Red,2079,2986,2777,1808,4095
Red,2079,2985,2778,1807,4095
Red,2080,2982,2777,1807,4095
Red,2078,2983,2776,1808,4095
Red,2079,2986,2777,1807,4095
Red,2080,2981,2776,1806,4095
Red,2083,2983,2774,1808,4095
Red,2079,2986,2777,1808,4095
Red,2077,2981,2777,1808,4095
Red,2081,2983,2777,1808,4095
Red,2079,2983,2774,1807,4095
Red,2080,2982,2777,1807,4095
Red,2080,2985,2775,1808,4095
Red,2080,2985,2775,1808,4095
Red,2081,2983,2775,1807,4095
Red,2079,2982,2777,1807,4095
Red,2080,2985,2781,1807,4095
Red,2080,2980,2777,1808,4095
Red,2079,2984,2779,1808,4095
Red,2080,2983,2777,1807,4095
Red,2079,2986,2777,1807,4095
Red,2079,2981,2776,1808,4095
Red,2079,2986,2776,1808,4095
Red,2079,2984,2775,1808,4095
Red,2079,2982,2779,1808,4095
Red,2078,2981,2777,1808,4095
Red,2080,2988,2777,1809,4095
Red,2080,2983,2776,1808,4095
Red,2079,2983,2777,1808,4095
Red,2078,2983,2777,1807,4095
Red,2079,2984,2780,1808,4095
Red,2080,2982,2776,1807,4095
Red,2077,2984,2776,1807,4095
Red,2081,2983,2777,1808,4095
Red,2079,2982,2778,1806,4095
Red,2079,2985,2779,1809,4095
Red,2079,2983,2778,1808,4095
Red,2079,2984,2778,1809,4095
Red,2079,2984,2779,1809,4095
Red,2080,2984,2780,1809,4095
Red,2080,2984,2777,1809,4095
Red,2082,2987,2778,1807,4095
Red,2080,2982,2776,1808,4095
Red,2079,2983,2776,1808,4095
Red,2079,2984,2776,1808,4095
Red,2079,2983,2778,1809,4095
Red,2079,2982,2775,1809,4095
Red,2080,2983,2776,1809,4095
Red,2078,2982,2777,1808,4095
Red,2084,2983,2777,1806,4095
Red,2078,2984,2777,1806,4095
Red,2081,2983,2776,1807,4095
Red,2079,2985,2776,1808,4095
Red,2079,2983,2776,1810,4095
Red,2080,2984,2777,1806,4095
Red,2081,2983,2776,1808,4095
Red,2079,2984,2777,1810,4095
Red,2082,2984,2778,1808,4095
Red,2081,2983,2777,1809,4095
Red,2080,2984,2776,1807,4095
Red,2081,2984,2777,1807,4095
Red,2077,2984,2779,1808,4095
Red,2078,2984,2777,1807,4095
Red,2080,2983,2776,1808,4095
Red,2079,2983,2773,1809,4095
Red,2081,2983,2777,1808,4095
Red,2080,2981,2776,1806,4095
Red,2076,2986,2775,1806,4095
Red,2076,2984,2776,1806,4095
Red,2079,2982,2776,1806,4095
Red,2080,2983,2777,1806,4095
Red,2080,2983,2777,1806,4095
Red,2082,2983,2777,1806,4095
Red,2077,2984,2778,1805,4095
Red,2081,2986,2777,1809,4095
Red,2081,2984,2779,1807,4095
Red,2081,2985,2777,1809,4095
Red,2080,2985,2778,1809,4095
Red,2080,2983,2776,1808,4095
Red,2081,2985,2778,1810,4095
Red,2080,2984,2773,1809,4095
Red,2079,2985,2777,1809,4095
Red,2081,2984,2777,1809,4095
Red,2080,2984,2777,1808,4095
Red,2079,2983,2778,1809,4095
Red,2079,2984,2776,1808,4095
Red,2079,2983,2776,1804,4095
Red,2079,2983,2777,1810,4095
Red,2079,2981,2777,1808,4095
Red,2079,2984,2777,1811,4095
Red,2079,2982,2775,1807,4095
Red,2081,2981,2778,1810,4095
Red,2079,2984,2780,1810,4095
Red,2077,2984,2775,1809,4095
Red,2079,2983,2776,1808,4095
Red,2079,2983,2777,1808,4095
Red,2079,2984,2776,1810,4095
Red,2080,2984,2778,1808,4095
Red,2078,2983,2778,1810,4095
Red,2080,2983,2776,1809,4095
Red,2080,2983,2776,1808,4095
Red,2081,2986,2776,1808,4095
Red,2081,2982,2776,1809,4095
Red,2078,2984,2779,1808,4095
Red,2078,2985,2778,1806,4095
Red,2078,2981,2778,1807,4095
Red,2078,2984,2778,1807,4095
Red,2080,2983,2776,1808,4095
Red,2080,2984,2774,1809,4095
Red,2080,2983,2777,1810,4095
Red,2080,2983,2777,1808,4095
Red,2078,2983,2777,1808,4095
Red,2079,2981,2777,1808,4095
Red,2079,2981,2774,1808,4095
Red,2079,2983,2777,1808,4095
Red,2078,2983,2777,1808,4095
Red,2079,2983,2778,1808,4095
Red,2080,2983,2775,1808,4095
Red,2080,2984,2776,1809,4095
Red,2079,2984,2777,1806,4095
Red,2081,2983,2776,1807,4095
Red,2079,2983,2776,1808,4095
Red,2079,2983,2775,1809,4095
Red,2080,2984,2777,1809,4095
Red,2080,2981,2777,1807,4095
Red,2082,2982,2777,1808,4095
Red,2079,2981,2777,1807,4095
Red,2080,2983,2777,1809,4095
Red,2080,2983,2778,1809,4095
Red,2079,2982,2776,1807,4095
Red,2079,2982,2773,1805,4095
Red,2079,2984,2777,1808,4095
Red,2079,2983,2776,1811,4095
Red,2079,2983,2776,1806,4095
Red,2079,2983,2776,1808,4095
Red,2082,2983,2776,1807,4095
Red,2081,2982,2777,1808,4095
Red,2079,2983,2775,1807,4095
Red,2079,2984,2776,1808,4095
Red,2081,2983,2778,1807,4095
Red,2079,2984,2776,1808,4095
Red,2080,2984,2776,1808,4095
Red,2079,2984,2777,1810,4095
Red,2082,2984,2777,1809,4095
Red,2080,2983,2776,1809,4095
Red,2080,2985,2777,1809,4095
Red,2081,2981,2777,1809,4095
Red,2080,2982,2776,1809,4095
Red,2082,2986,2778,1811,4095
Red,2081,2983,2776,1810,4095
Red,2079,2984,2779,1808,4095
Red,2081,2984,2777,1809,4095
Red,2079,2984,2777,1808,4095
Red,2080,2984,2777,1809,4095
Red,2080,2984,2777,1809,4095
Red,2081,2985,2779,1808,4095
Red,2079,2983,2776,1810,4095
Red,2080,2984,2776,1807,4095
Red,2081,2982,2777,1810,4095
Red,2080,2983,2775,1808,4095
Red,2078,2983,2779,1808,4095
Red,2080,2984,2775,1810,4095
Red,2079,2982,2776,1809,4095
Red,2079,2979,2773,1808,4095
Red,2080,2983,2777,1809,4095
Red,2081,2984,2775,1810,4095
Red,2078,2982,2779,1810,4095
Red,2081,2985,2779,1810,4095
Red,2079,2983,2777,1808,4095
Red,2077,2983,2776,1808,4095
Red,2081,2983,2776,1808,4095
Red,2081,2983,2780,1809,4095
Red,2080,2984,2776,1808,4095
Red,2082,2984,2777,1807,4095
Red,2081,2984,2777,1809,4095
Red,2078,2985,2778,1810,4095
Red,2079,2984,2779,1808,4095
Red,2083,2981,2778,1808,4095
Red,2079,2981,2777,1808,4095
Red,2078,2984,2777,1809,4095
Red,2080,2986,2776,1809,4095
Red,2080,2983,2777,1809,4095
Red,2080,2984,2777,1808,4095
Red,2078,2986,2778,1809,4095
Red,2081,2986,2778,1808,4095
Red,2082,2985,2778,1808,4095
Red,2082,2986,2774,1809,4095
Red,2080,2983,2775,1808,4095
Red,2081,2984,2777,1809,4095
Red,2079,2983,2777,1809,4095
Red,2080,2983,2776,1808,4095
Red,2081,2984,2778,1808,4095
Red,2081,2983,2777,1808,4095
Red,2081,2982,2777,1809,4095
Red,2082,2983,2778,1809,4095
Red,2081,2983,2776,1808,4095
Red,2080,2982,2776,1809,4095
Red,2080,2984,2779,1809,4095
Red,2079,2981,2778,1810,4095
Red,2079,2985,2776,1808,4095
Red,2080,2984,2777,1810,4095
Red,2080,2984,2777,1811,4095
Red,2078,2984,2778,1808,4095
Red,2081,2985,2777,1809,4095
Red,2081,2984,2780,1809,4095
Red,2082,2984,2776,1809,4095
Red,2079,2983,2777,1809,4095
Red,2081,2984,2777,1809,4095
Red,2080,2984,2777,1808,4095
Red,2079,2983,2777,1807,4095
Red,2080,2983,2776,1809,4095
Red,2079,2983,2776,1807,4095
Red,2079,2984,2776,1809,4095
Red,2078,2983,2779,1808,4095
Red,2080,2984,2778,1806,4095
Red,2081,2983,2777,1810,4095
Red,2080,2984,2777,1807,4095
Red,2080,2984,2776,1809,4095
Red,2079,2984,2778,1809,4095
Red,2080,2984,2775,1809,4095
Red,2081,2983,2779,1810,4095
Red,2079,2983,2777,1806,4095
Red,2081,2980,2778,1809,4095
Red,2082,2985,2778,1810,4095
Red,2081,2983,2779,1808,4095
Red,2082,2982,2779,1810,4095
Red,2081,2983,2777,1809,4095
Red,2080,2984,2774,1810,4095
Red,2079,2983,2777,1808,4095
Red,2081,2985,2777,1808,4095
Red,2079,2985,2776,1808,4095
Red,2082,2984,2777,1810,4095
Red,2080,2984,2777,1807,4095
Red,2081,2983,2777,1811,4095
Red,2081,2981,2778,1808,4095
Red,2083,2984,2778,1809,4095
Red,2079,2984,2779,1809,4095
Red,2079,2984,2778,1809,4095
Red,2082,2985,2776,1808,4095
Red,2080,2983,2777,1809,4095
Red,2082,2987,2777,1809,4095
Red,2079,2985,2775,1808,4095
Red,2079,2984,2776,1808,4095
Red,2080,2983,2776,1809,4095
Red,2079,2983,2777,1809,4095
Red,2080,2985,2778,1810,4095
Red,2081,2982,2777,1808,4095
Red,2082,2986,2777,1809,4095
Red,2081,2984,2777,1810,4095
Red,2078,2982,2777,1809,4095
Red,2079,2986,2777,1810,4095
Red,2081,2985,2778,1809,4095
Red,2077,2982,2778,1809,4095
Red,2079,2984,2777,1808,4095
Red,2079,2983,2777,1810,4095
Red,2080,2984,2776,1810,4095
Red,2080,2984,2777,1809,4095
Red,2081,2983,2776,1810,4095
Red,2079,2983,2778,1809,4095
Red,2079,2984,2778,1810,4095
Red,2079,2984,2776,1809,4095
Red,2081,2984,2781,1808,4095
Red,2079,2985,2778,1809,4095
Red,2081,2984,2779,1810,4095
Red,2081,2983,2777,1810,4095
Red,2080,2983,2777,1809,4095
Red,2082,2985,2778,1809,4095
Red,2082,2985,2778,1807,4095
Red,2083,2986,2779,1812,4095
Red,2081,2985,2778,1809,4095
Red,2079,2984,2778,1809,4095
Red,2083,2985,2779,1810,4095
Red,2080,2984,2778,1810,4095
Red,2081,2984,2780,1808,4095
Red,2081,2984,2777,1810,4095
Red,2081,2984,2779,1809,4095
Red,2081,2984,2779,1808,4095
Red,2078,2985,2777,1808,4095
Red,2081,2986,2777,1810,4095
Red,2081,2984,2777,1809,4095
Red,2080,2986,2778,1808,4095
Red,2080,2983,2777,1807,4095
Red,2081,2984,2778,1809,4095
Red,2078,2983,2778,1809,4095
Red,2080,2982,2778,1806,4095
Red,2078,2982,2777,1809,4095
Red,2079,2983,2776,1809,4095
Red,2080,2985,2779,1810,4095
Red,2084,2984,2777,1810,4095
Red,2080,2984,2775,1808,4095
Red,2081,2984,2776,1807,4095
Red,2081,2983,2778,1810,4095
Red,2080,2982,2779,1808,4095
Red,2080,2985,2779,1809,4095
Red,2080,2984,2777,1812,4095
Red,2082,2983,2779,1809,4095
Red,2079,2983,2776,1809,4095
Red,2080,2984,2776,1809,4095
Red,2078,2983,2774,1809,4095
Red,2079,2982,2777,1809,4095
Red,2079,2985,2779,1810,4095
Red,2080,2985,2776,1810,4095
Red,2081,2983,2776,1809,4095
Red,2082,2984,2776,1809,4095
Red,2080,2982,2777,1808,4095
Red,2079,2984,2777,1809,4095
Red,2080,2984,2779,1809,4095
Red,2081,2985,2778,1807,4095
Red,2080,2983,2778,1807,4095
Red,2079,2985,2778,1809,4095
Red,2078,2983,2775,1807,4095
Red,2080,2985,2777,1808,4095
Red,2083,2985,2775,1809,4095
Red,2079,2982,2779,1808,4095
Red,2081,2985,2776,1809,4095
Red,2081,2984,2777,1808,4095
Red,2080,2983,2777,1810,4095
Red,2079,2983,2776,1807,4095
Red,2081,2983,2777,1811,4095
Red,2080,2983,2778,1809,4095
Red,2080,2981,2776,1809,4095
